Rank, Book_Title, Author,Column1
1543,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.75 avg rating — 205 635 ratings
1544,War and Remembrance (The Henry Family  #2),Herman Wouk,4.42 avg rating — 37 246 ratings
1545,Lean In: Women  Work  and the Will to Lead,Sheryl Sandberg,3.95 avg rating — 258 449 ratings
1546,How It Unfolds (The Far Reaches  #1),James S.A. Corey (Goodreads Author),4.01 avg rating — 7 724 ratings
1547,The Assassin's Betrayal (Jason Drake #1),Auston King,4.28 avg rating — 3 132 ratings
1548,The Collected Poems of W.B. Yeats,W.B. Yeats,4.22 avg rating — 38 670 ratings
1549,The Foxhole Court (All for the Game  #1),Nora Sakavic (Goodreads Author),4.02 avg rating — 77 098 ratings
1550,L'Écume des jours,Boris Vian,3.94 avg rating — 36 792 ratings
1551,Ghost Story,Peter Straub,3.93 avg rating — 77 921 ratings
1552,Six Crimson Cranes (Six Crimson Cranes  #1),Elizabeth Lim (Goodreads Author),4.22 avg rating — 71 100 ratings
1553,The Savage Detectives,Roberto Bolaño,4.17 avg rating — 43 306 ratings
1554,Demonglass (Hex Hall  #2),Rachel Hawkins (Goodreads Author),4.09 avg rating — 93 174 ratings
1555,Doctor Sleep (The Shining  #2),Stephen King (Goodreads Author),4.13 avg rating — 258 484 ratings
1556,King of Scars (King of Scars  #1),Leigh Bardugo (Goodreads Author),4.16 avg rating — 195 790 ratings
1557,Bossypants,Tina Fey,3.96 avg rating — 998 512 ratings
1558,Moloka'i (Moloka'i  #1),Alan Brennert (Goodreads Author),4.19 avg rating — 129 376 ratings
1559,Table 21,T. Rafael Cimino (Goodreads Author),3.69 avg rating — 443 ratings
1560,Hell's Corner (The Camel Club  #5),David Baldacci (Goodreads Author),4.17 avg rating — 39 847 ratings
1561,The Stolen Heir (The Stolen Heir Duology  #1),Holly Black (Goodreads Author),4.01 avg rating — 84 330 ratings
1562,Rule of Wolves (King of Scars  #2),Leigh Bardugo (Goodreads Author),4.36 avg rating — 143 732 ratings
1563,Lord of Misrule (The Morganville Vampires  #5),Rachel Caine,4.15 avg rating — 47 561 ratings
1564,In Search of Lost Time,Marcel Proust,4.35 avg rating — 12 474 ratings
1565,Nobody Loves a Bigfoot Like a Bigfoot Babe,Simon Okill (Goodreads Author),3.94 avg rating — 144 ratings
1566,About a Boy,Nick Hornby,3.79 avg rating — 135 315 ratings
1567,The Last Temptation of Christ,Nikos Kazantzakis,4.18 avg rating — 14 299 ratings
1568,Eye of the Needle,Ken Follett (Goodreads Author),4.20 avg rating — 155 592 ratings
1569,Postmortem (Kay Scarpetta  #1),Patricia Cornwell (Goodreads Author),4.03 avg rating — 242 214 ratings
1570,Midnight Alley (The Morganville Vampires  #3),Rachel Caine,4.09 avg rating — 60 393 ratings
1571,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.81 avg rating — 69 482 ratings
1572,Switch! The Lost Kingdoms of Karibu,Karen  Prince (Goodreads Author),4.16 avg rating — 505 ratings
1573,Hild (The Hild Sequence  #1),Nicola Griffith (Goodreads Author),3.82 avg rating — 11 132 ratings
1574,House of Sky and Breath (Crescent City  #2),Sarah J. Maas (Goodreads Author),4.53 avg rating — 381 104 ratings
1575,Torn (Trylle  #2),Amanda Hocking (Goodreads Author),4.03 avg rating — 70 017 ratings
1576,This Man (This Man  #1),Jodi Ellen Malpas (Goodreads Author),4.06 avg rating — 113 080 ratings
1577,After (After  #1),Anna Todd (Goodreads Author),3.71 avg rating — 323 049 ratings
1578,Love and Other Words,Christina Lauren (Goodreads Author),4.28 avg rating — 528 005 ratings
1579,A Team of One: An Unsanctioned Asset Thriller (The Unsanctioned Asset Series Book 1),Brad Lee,4.58 avg rating — 2 622 ratings
1580,Suttree,Cormac McCarthy,4.20 avg rating — 23 214 ratings
1581,Beautiful Bastard (Beautiful Bastard  #1),Christina Lauren (Goodreads Author),3.92 avg rating — 205 799 ratings
1582,The Deserter (Scott Brodie & Maggie Taylor #1),Nelson DeMille (Goodreads Author),4.07 avg rating — 15 582 ratings
1583,Dead in the Family (Sookie Stackhouse  #10),Charlaine Harris (Goodreads Author),3.90 avg rating — 163 047 ratings
1584,Katherine,Anya Seton,4.20 avg rating — 33 394 ratings
1585,Flash Point (Jason Trapp  #3),Jack     Slater (Goodreads Author),4.52 avg rating — 5 268 ratings
1586,The Testing (The Testing  #1),Joelle Charbonneau,4.05 avg rating — 74 637 ratings
1587,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek (Goodreads Author),4.10 avg rating — 219 565 ratings
1588,Code Name Verity (Code Name Verity  #1),Elizabeth Wein (Goodreads Author),4.01 avg rating — 117 907 ratings
1589,A Time for Swords (A Time for Swords  #1),Matthew Harffy (Goodreads Author),4.34 avg rating — 2 402 ratings
1590,Post Office,Charles Bukowski,3.94 avg rating — 125 190 ratings
1591,Diary,Chuck Palahniuk (Goodreads Author),3.64 avg rating — 77 921 ratings
1592,The Darkest Night (Lords of the Underworld  #1),Gena Showalter (Goodreads Author),4.05 avg rating — 84 057 ratings
1593,Tier One (Tier One #1),Brian  Andrews (Goodreads Author),4.12 avg rating — 13 624 ratings
1594,NOS4A2,Joe Hill (Goodreads Author),4.08 avg rating — 127 565 ratings
1595,P.S. I Still Love You (To All the Boys I've Loved Before  #2),Jenny Han (Goodreads Author),4.02 avg rating — 369 798 ratings
1596,The House on Mango Street,Sandra Cisneros,3.69 avg rating — 186 077 ratings
1597,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi (Goodreads Author),3.65 avg rating — 134 021 ratings
1598,Animal Dreams,Barbara Kingsolver,4.07 avg rating — 72 360 ratings
1599,Soulless (Parasol Protectorate  #1),Gail Carriger (Goodreads Author),3.90 avg rating — 110 103 ratings
1600,The Power of Six (Lorien Legacies  #2),Pittacus Lore,4.15 avg rating — 136 240 ratings
1601,Leviathan (Leviathan  #1),Scott Westerfeld (Goodreads Author),3.92 avg rating — 92 201 ratings
1602,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.81 avg rating — 106 170 ratings
1603,The Great Book of Amber (The Chronicles of Amber  #1-10),Roger Zelazny,4.31 avg rating — 25 955 ratings
1604,The Girl Who Loved Tom Gordon,Stephen King (Goodreads Author),3.63 avg rating — 160 591 ratings
1605,Babel,R.F. Kuang (Goodreads Author),4.21 avg rating — 191 048 ratings
1606,This Side of Paradise,F. Scott Fitzgerald,3.64 avg rating — 73 125 ratings
1607,Beyond Good and Evil,Friedrich Nietzsche,4.02 avg rating — 94 138 ratings
1608,I Remember You,Brian Freeman (Goodreads Author),4.07 avg rating — 3 267 ratings
1609,The Song of Achilles,Madeline Miller (Goodreads Author),4.33 avg rating — 1 430 066 ratings
1610,The Sleeper (Lance Spector  #4),Saul Herzog (Goodreads Author),4.50 avg rating — 4 966 ratings
1611,Chain of Iron (The Last Hours  #2),Cassandra Clare (Goodreads Author),4.43 avg rating — 73 824 ratings
1612,Infinite,Brian Freeman (Goodreads Author),4.04 avg rating — 12 036 ratings
1613,Opposition (Lux  #5),Jennifer L. Armentrout (Goodreads Author),4.33 avg rating — 84 123 ratings
1614,Blood Debt (A Rogue Warrior Thriller Book 2),Ian Loome (Goodreads Author),4.35 avg rating — 1 418 ratings
1615,On the Island (On the Island  #1),Tracey Garvis Graves (Goodreads Author),4.11 avg rating — 83 985 ratings
1616,The Talented Mr. Ripley (Ripley  #1),Patricia Highsmith,3.94 avg rating — 88 295 ratings
1617,Neverseen (Keeper of the Lost Cities  #4),Shannon Messenger (Goodreads Author),4.59 avg rating — 40 804 ratings
1618,World After (Penryn & the End of Days  #2),Susan Ee (Goodreads Author),4.15 avg rating — 103 599 ratings
1619,Nicholas Nickleby,Charles Dickens,3.94 avg rating — 44 551 ratings
1620,Eats  Shoots & Leaves: The Zero Tolerance Approach to Punctuation,Lynne Truss,3.86 avg rating — 105 124 ratings
1621,Tom Clancy Weapons Grade,Don Bentley (Goodreads Author),4.36 avg rating — 3 963 ratings
1622,Zero to One: Notes on Startups  or How to Build the Future,Peter Thiel,4.16 avg rating — 350 707 ratings
1623,Ninth House (Alex Stern  #1),Leigh Bardugo (Goodreads Author),4.03 avg rating — 290 995 ratings
1624,Long Day's Journey into Night,Eugene O'Neill,4.05 avg rating — 40 623 ratings
1625,Paranormalcy (Paranormalcy  #1),Kiersten White (Goodreads Author),3.88 avg rating — 98 377 ratings
1626,The Hidden Oracle (The Trials of Apollo  #1),Rick Riordan (Goodreads Author),4.17 avg rating — 187 975 ratings
1627,Fractal Noise (Fractalverse  #0.5),Christopher Paolini (Goodreads Author),3.44 avg rating — 7 965 ratings
1628,Messenger (The Giver  #3),Lois Lowry (Goodreads Author),3.92 avg rating — 135 267 ratings
1629,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner (Goodreads Author),4.39 avg rating — 39 803 ratings
1630,Drowning,T.J. Newman (Goodreads Author),4.18 avg rating — 32 278 ratings
1631,The Second Sex,Simone de Beauvoir,4.16 avg rating — 41 141 ratings
1632,Magic Strikes (Kate Daniels  #3),Ilona Andrews (Goodreads Author),4.43 avg rating — 85 051 ratings
1633,Intensity,Dean Koontz (Goodreads Author),4.04 avg rating — 84 401 ratings
1634,My Year of Rest and Relaxation,Ottessa Moshfegh,3.65 avg rating — 373 923 ratings
1635,Firelight (Firelight  #1),Sophie Jordan (Goodreads Author),3.85 avg rating — 68 133 ratings
1636,Journey to the West: A Long March from Eastern Dream to Western Reality,Biao  Wang,4.33 avg rating — 140 ratings
1637,The Rum Diary,Hunter S. Thompson,3.85 avg rating — 60 631 ratings
1638,The Dragon Queen (The Dragon #2),William  Andrews,4.25 avg rating — 4 705 ratings
1639,Atlas Shrugged & The Fountainhead,Ayn Rand,4.10 avg rating — 4 865 ratings
1640,Life for Life (Talion #3),J.K. Franko (Goodreads Author),4.37 avg rating — 1 438 ratings
1641,Nickel and Dimed,Barbara Ehrenreich,3.65 avg rating — 191 155 ratings
1642,Coma,Robin Cook (Goodreads Author),3.88 avg rating — 51 537 ratings
1643,Abhorsen (Abhorsen  #3),Garth Nix (Goodreads Author),4.24 avg rating — 123 268 ratings
1644,As a Man Thinketh,James Allen,4.25 avg rating — 83 252 ratings
1645,Never Fade (The Darkest Minds  #2),Alexandra Bracken (Goodreads Author),4.21 avg rating — 96 998 ratings
1646,Golden Son (Red Rising Saga  #2),Pierce Brown (Goodreads Author),4.46 avg rating — 246 239 ratings
1647,The Kitchen House,Kathleen Grissom (Goodreads Author),4.21 avg rating — 272 316 ratings
1648,Child of Another Kind,Steven Decker (Goodreads Author),4.29 avg rating — 6 291 ratings
1649,Rebel Angels (Gemma Doyle  #2),Libba Bray (Goodreads Author),3.94 avg rating — 110 183 ratings
1650,The Illuminatus! Trilogy,Robert Shea,4.01 avg rating — 15 634 ratings
1651,The End of Eternity,Isaac Asimov,4.24 avg rating — 55 828 ratings
1652,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,really liked it 4.00 avg rating — 415 405 ratings
1653,Sliding on the Snow Stone,Andy Szpuk (Goodreads Author),3.69 avg rating — 1 268 ratings
1654,Tower of Dawn (Throne of Glass  #6),Sarah J. Maas (Goodreads Author),4.27 avg rating — 457 454 ratings
1655,Wool Omnibus (Silo  #1),Hugh Howey (Goodreads Author),4.22 avg rating — 206 927 ratings
1656,My Life Next Door,Huntley Fitzpatrick,3.97 avg rating — 151 789 ratings
1657,Dragon Seed,Pearl S. Buck,4.09 avg rating — 3 257 ratings
1658,Feast of Fools (The Morganville Vampires  #4),Rachel Caine,4.15 avg rating — 53 483 ratings
1659,The Secret History,Donna Tartt,4.17 avg rating — 712 559 ratings
1660,Exile (Keeper of the Lost Cities  #2),Shannon Messenger (Goodreads Author),4.49 avg rating — 50 133 ratings
1661,Black Hawk Down: A Story of Modern War,Mark Bowden,4.29 avg rating — 64 041 ratings
1662,A Thousand Boy Kisses (A Thousand Boy Kisses  #1),Tillie Cole (Goodreads Author),4.09 avg rating — 270 987 ratings
1663,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba,4.46 avg rating — 297 297 ratings
1664,Persepolis Rising (The Expanse  #7),James S.A. Corey (Goodreads Author),4.37 avg rating — 68 889 ratings
1665,The Fiery Heart (Bloodlines  #4),Richelle Mead (Goodreads Author),4.34 avg rating — 76 512 ratings
1666,The Physician (Cole Family Trilogy  #1),Noah Gordon,4.40 avg rating — 50 994 ratings
1667,A Court of Frost and Starlight (A Court of Thorns and Roses  #3.5),Sarah J. Maas (Goodreads Author),3.78 avg rating — 996 105 ratings
1668,By the Unholy Hand (Executioner Knights  #1),Kathryn Le Veque (Goodreads Author),4.41 avg rating — 1 523 ratings
1669,Let the Great World Spin,Colum McCann (Goodreads Author),3.95 avg rating — 104 683 ratings
1670,Brotherhood of the Goat (Alex Mason #10),David Archer,4.44 avg rating — 1 971 ratings
1671,The Sense of an Ending,Julian Barnes,3.74 avg rating — 177 808 ratings
1672,The Scopas Factor,Vincent Panettiere (Goodreads Author),4.33 avg rating — 535 ratings
1673,False Flag (Jason Trapp  #2),Jack     Slater (Goodreads Author),4.53 avg rating — 7 133 ratings
1674,Daughters of the Dragon (The Dragon #1),William  Andrews,4.47 avg rating — 21 883 ratings
1675,The Black Order (Tom Clancy's Op-Center  #20),Jeff Rovin (Goodreads Author),3.87 avg rating — 966 ratings
1676,Origin (Robert Langdon  #5),Dan Brown (Goodreads Author),3.89 avg rating — 325 022 ratings
1677,The Kiss of Deception (The Remnant Chronicles  #1),Mary E. Pearson (Goodreads Author),3.94 avg rating — 137 645 ratings
1678,The Runaway Bunny,Margaret Wise Brown,4.08 avg rating — 81 612 ratings
1679,Chasing the Red Queen,Karen Glista,4.20 avg rating — 942 ratings
1680,Suite Française,Irène Némirovsky,3.85 avg rating — 74 019 ratings
1681,Carpe Corpus (The Morganville Vampires  #6),Rachel Caine,4.20 avg rating — 48 924 ratings
1682,White Nights,Fyodor Dostoevsky,4.04 avg rating — 133 619 ratings
1683,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.79 avg rating — 69 600 ratings
1684,Book of a Thousand Days,Shannon Hale (Goodreads Author),3.96 avg rating — 53 991 ratings
1685,Stargazer (Evernight  #2),Claudia Gray (Goodreads Author),3.79 avg rating — 56 470 ratings
1686,The Right Stuff,Tom Wolfe,4.23 avg rating — 52 455 ratings
1687,Ascend (Trylle  #3),Amanda Hocking (Goodreads Author),4.08 avg rating — 64 299 ratings
1688,Wolf's Head (The Forest Lord  #1),Steven A. McKay (Goodreads Author),4.01 avg rating — 2 456 ratings
1689,Thud! (Discworld  #34; City Watch  #7),Terry Pratchett,4.34 avg rating — 72 666 ratings
1690,Arrangement in Black and White,Fred Misurella (Goodreads Author),4.33 avg rating — 615 ratings
1691,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.96 avg rating — 106 006 ratings
1692,Code Red (Mitch Rapp #22),Vince Flynn,4.42 avg rating — 11 485 ratings
1693,People We Meet on Vacation,Emily Henry (Goodreads Author),3.89 avg rating — 1 086 676 ratings
1694,The Ancient Code: A SciFi Adventure (The Ancient Secrets  #1),T.S. Falk (Goodreads Author),4.27 avg rating — 1 949 ratings
1695,Beg For Mercy (Mercy  #3),Lucian Bane (Goodreads Author),4.23 avg rating — 745 ratings
1696,Alice's Adventures in Wonderland,Lewis Carroll,really liked it 4.00 avg rating — 380 136 ratings
1697,2666,Roberto Bolaño,4.20 avg rating — 41 277 ratings
1698,Eyes of the Void (The Final Architecture  #2),Adrian Tchaikovsky (Goodreads Author),4.20 avg rating — 12 151 ratings
1699,Tigana,Guy Gavriel Kay (Goodreads Author),4.09 avg rating — 47 926 ratings
1700,Vision to Reality: Stop Working  Start Living,Curtis L. Jenkins,4.31 avg rating — 5 715 ratings
1701,Sarah  Plain and Tall (Sarah  Plain and Tall  #1),Patricia MacLachlan,3.82 avg rating — 85 741 ratings
1702,Galápagos,Kurt Vonnegut Jr.,3.87 avg rating — 80 663 ratings
1703,Franz Kafka's The Castle,David Fishelson (Adapter),4.10 avg rating — 28 085 ratings
1704,Good Night  Mr. Tom,Michelle Magorian,4.31 avg rating — 49 036 ratings
1705,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05 avg rating — 14 400 ratings
1706,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,4.15 avg rating — 112 872 ratings
1707,Ringworld (Ringworld  #1),Larry Niven,3.95 avg rating — 120 859 ratings
1708,La Vérité sur l'Affaire Harry Quebert (Marcus Goldman  #1),Joël Dicker,4.18 avg rating — 165 338 ratings
1709,The Snowman (Harry Hole  #7),Jo Nesbø (Goodreads Author),4.02 avg rating — 137 342 ratings
1710,Being and Time,Martin Heidegger,4.05 avg rating — 24 627 ratings
1711,Starship Sakira (Delphi in Space #1),Bob Blanton (Goodreads Author),4.21 avg rating — 4 107 ratings
1712,Credence,Penelope Douglas (Goodreads Author),3.69 avg rating — 270 665 ratings
1713,Tatiana and Alexander (The Bronze Horseman  #2),Paullina Simons,4.28 avg rating — 43 181 ratings
1714,The Long Game (The Far Reaches  #4),Ann Leckie (Goodreads Author),3.65 avg rating — 4 795 ratings
1715,We Are Legion (We Are Bob) (Bobiverse  #1),Dennis E. Taylor (Goodreads Author),4.28 avg rating — 91 371 ratings
1716,Eva Luna,Isabel Allende (Goodreads Author),really liked it 4.00 avg rating — 52 225 ratings
1717,The Winner's Curse (The Winner's Trilogy  #1),Marie Rutkoski (Goodreads Author),3.95 avg rating — 108 991 ratings
1718,Lore,Alexandra Bracken (Goodreads Author),3.76 avg rating — 88 596 ratings
1719,Get Rich or Get Lucky,Max Nowaz (Goodreads Author),4.25 avg rating — 11 769 ratings
1720,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,4.70 avg rating — 23 316 ratings
1721,Maybe Someday (Maybe  #1),Colleen Hoover (Goodreads Author),4.03 avg rating — 522 120 ratings
1722,Wither (The Chemical Garden  #1),Lauren DeStefano (Goodreads Author),3.80 avg rating — 99 920 ratings
